YEAR,AREA,BD,PROD,DEPTO
2010,Engineering and Technology,SCOPUS,1,Guajira
2010,Engineering and Technology,WOS,3,Guajira
2010,Engineering and Technology,SCIELO,11,Magdalena
2010,Engineering and Technology,SCOPUS,49,Magdalena
2010,Engineering and Technology,WOS,25,Magdalena
2010,Engineering and Technology,SCIELO,141,Antioquia
2010,Engineering and Technology,SCOPUS,645,Antioquia
2010,Engineering and Technology,WOS,418,Antioquia
2010,Engineering and Technology,SCIELO,2,Meta
2010,Engineering and Technology,SCOPUS,12,Meta
2010,Engineering and Technology,WOS,8,Meta
2010,Engineering and Technology,SCIELO,2,Nariño
2010,Engineering and Technology,SCOPUS,33,Nariño
2010,Engineering and Technology,WOS,23,Nariño
2010,Engineering and Technology,SCIELO,1,Norte de Santander
2010,Engineering and Technology,SCOPUS,33,Norte de Santander
2010,Engineering and Technology,WOS,13,Norte de Santander
2010,Engineering and Technology,SCIELO,5,Quindío
2010,Engineering and Technology,SCOPUS,37,Quindío
2010,Engineering and Technology,WOS,17,Quindío
2010,Engineering and Technology,SCIELO,24,Risaralda
2010,Engineering and Technology,SCOPUS,53,Risaralda
2010,Engineering and Technology,WOS,24,Risaralda
2010,Engineering and Technology,SCIELO,48,Santander
2010,Engineering and Technology,SCOPUS,227,Santander
2010,Engineering and Technology,WOS,134,Santander
2010,Engineering and Technology,SCIELO,1,Sucre
2010,Engineering and Technology,SCOPUS,13,Sucre
2010,Engineering and Technology,WOS,8,Sucre
2010,Engineering and Technology,SCIELO,8,Tolima
2010,Engineering and Technology,SCOPUS,34,Tolima
2010,Engineering and Technology,WOS,17,Tolima
2010,Engineering and Technology,SCIELO,79,Valle del Cauca
2010,Engineering and Technology,SCOPUS,457,Valle del Cauca
2010,Engineering and Technology,WOS,290,Valle del Cauca
2010,Engineering and Technology,SCIELO,10,Atlántico
2010,Engineering and Technology,SCOPUS,107,Atlántico
2010,Engineering and Technology,WOS,54,Atlántico
2010,Engineering and Technology,SCIELO,2,San Andrés y Providencia
2010,Engineering and Technology,SCOPUS,4,San Andrés y Providencia
2010,Engineering and Technology,WOS,3,San Andrés y Providencia
2010,Engineering and Technology,SCOPUS,1,Amazonas
2010,Engineering and Technology,WOS,1,Amazonas
2010,Engineering and Technology,SCOPUS,1,Vaupés
2010,Engineering and Technology,SCOPUS,1,Vichada
2010,Engineering and Technology,WOS,1,Vichada
2010,Humanities,SCIELO,236,Bogotá
2010,Humanities,SCOPUS,699,Bogotá
2010,Humanities,WOS,373,Bogotá
2010,Humanities,SCIELO,5,Bolívar
2010,Humanities,SCOPUS,10,Bolívar
2010,Humanities,WOS,4,Bolívar
2010,Humanities,SCIELO,22,Boyacá
2010,Humanities,SCOPUS,20,Boyacá
2010,Humanities,WOS,10,Boyacá
2010,Humanities,SCIELO,15,Caldas
2010,Humanities,SCOPUS,22,Caldas
2010,Humanities,WOS,13,Caldas
2010,Humanities,SCIELO,9,Cauca
2010,Humanities,SCOPUS,37,Cauca
2010,Humanities,WOS,13,Cauca
2010,Humanities,SCOPUS,3,Cesar
2010,Humanities,SCOPUS,10,Córdoba
2010,Humanities,WOS,2,Córdoba
2010,Humanities,SCIELO,6,Cundinamarca
2010,Humanities,SCOPUS,10,Cundinamarca
2010,Humanities,WOS,6,Cundinamarca
2010,Humanities,SCIELO,2,Huila
2010,Humanities,SCOPUS,3,Huila
2010,Humanities,WOS,3,Huila
2010,Humanities,SCOPUS,1,Guajira
2010,Humanities,WOS,1,Guajira
2010,Humanities,SCIELO,3,Magdalena
2010,Humanities,SCOPUS,4,Magdalena
2010,Humanities,WOS,3,Magdalena
2010,Humanities,SCIELO,77,Antioquia
2010,Humanities,SCOPUS,228,Antioquia
2010,Humanities,WOS,121,Antioquia
2010,Humanities,SCIELO,1,Meta
2010,Humanities,SCIELO,2,Nariño
2010,Humanities,SCOPUS,8,Nariño
2010,Humanities,WOS,7,Nariño
2010,Humanities,SCIELO,2,Norte de Santander
2010,Humanities,SCOPUS,10,Norte de Santander
2010,Humanities,WOS,4,Norte de Santander
2010,Humanities,SCIELO,2,Quindío
2010,Humanities,SCOPUS,9,Quindío
2010,Humanities,WOS,6,Quindío
2010,Humanities,SCIELO,9,Risaralda
2010,Humanities,SCOPUS,35,Risaralda
2010,Humanities,WOS,15,Risaralda
2010,Humanities,SCIELO,6,Santander
2010,Humanities,SCOPUS,48,Santander
2010,Humanities,WOS,29,Santander
2010,Humanities,SCIELO,3,Tolima
2010,Humanities,SCOPUS,6,Tolima
2010,Humanities,WOS,2,Tolima
2010,Humanities,SCIELO,45,Valle del Cauca
2010,Humanities,SCOPUS,147,Valle del Cauca
2010,Humanities,WOS,83,Valle del Cauca
2010,Humanities,SCIELO,19,Atlántico
2010,Humanities,SCOPUS,38,Atlántico
2010,Humanities,WOS,18,Atlántico
2010,Medical and Health Sciences,SCIELO,614,Bogotá
2010,Medical and Health Sciences,SCOPUS,1270,Bogotá
2010,Medical and Health Sciences,WOS,862,Bogotá
2010,Medical and Health Sciences,SCIELO,20,Bolívar
2010,Medical and Health Sciences,SCOPUS,73,Bolívar
2010,Medical and Health Sciences,WOS,56,Bolívar
2010,Medical and Health Sciences,SCIELO,12,Boyacá
2010,Medical and Health Sciences,SCOPUS,13,Boyacá
2010,Medical and Health Sciences,WOS,7,Boyacá
2010,Medical and Health Sciences,SCIELO,58,Caldas
2010,Medical and Health Sciences,SCOPUS,48,Caldas
2010,Medical and Health Sciences,WOS,22,Caldas
2010,Medical and Health Sciences,SCOPUS,1,Caquetá
2010,Medical and Health Sciences,WOS,1,Caquetá
2010,Medical and Health Sciences,SCIELO,7,Cauca
2010,Medical and Health Sciences,SCOPUS,33,Cauca
2010,Medical and Health Sciences,WOS,17,Cauca
2010,Medical and Health Sciences,SCOPUS,2,Cesar
2010,Medical and Health Sciences,WOS,1,Cesar
2010,Medical and Health Sciences,SCIELO,2,Córdoba
2010,Medical and Health Sciences,SCOPUS,15,Córdoba
2010,Medical and Health Sciences,WOS,10,Córdoba
2010,Medical and Health Sciences,SCIELO,35,Cundinamarca
2010,Medical and Health Sciences,SCOPUS,55,Cundinamarca
2010,Medical and Health Sciences,WOS,58,Cundinamarca
2010,Medical and Health Sciences,SCOPUS,1,Chocó
2010,Medical and Health Sciences,WOS,1,Chocó
2010,Medical and Health Sciences,SCIELO,5,Huila
2010,Medical and Health Sciences,SCOPUS,10,Huila
2010,Medical and Health Sciences,WOS,9,Huila
2010,Medical and Health Sciences,WOS,1,Guajira
2010,Medical and Health Sciences,SCIELO,4,Magdalena
2010,Medical and Health Sciences,SCOPUS,7,Magdalena
2010,Medical and Health Sciences,WOS,8,Magdalena
2010,Medical and Health Sciences,SCIELO,339,Antioquia
2010,Medical and Health Sciences,SCOPUS,549,Antioquia
2010,Medical and Health Sciences,WOS,408,Antioquia
2010,Medical and Health Sciences,SCIELO,4,Meta
2010,Medical and Health Sciences,SCOPUS,3,Meta
2010,Medical and Health Sciences,WOS,2,Meta
2010,Medical and Health Sciences,SCIELO,13,Nariño
2010,Medical and Health Sciences,SCOPUS,11,Nariño
2010,Medical and Health Sciences,WOS,10,Nariño
2010,Medical and Health Sciences,SCIELO,4,Norte de Santander
2010,Medical and Health Sciences,SCOPUS,10,Norte de Santander
2010,Medical and Health Sciences,WOS,4,Norte de Santander
2010,Medical and Health Sciences,SCIELO,17,Quindío
2010,Medical and Health Sciences,SCOPUS,21,Quindío
2010,Medical and Health Sciences,WOS,11,Quindío
2010,Medical and Health Sciences,SCIELO,17,Risaralda
2010,Medical and Health Sciences,SCOPUS,18,Risaralda
2010,Medical and Health Sciences,WOS,4,Risaralda
2010,Medical and Health Sciences,SCIELO,106,Santander
2010,Medical and Health Sciences,SCOPUS,161,Santander
2010,Medical and Health Sciences,WOS,115,Santander
2010,Medical and Health Sciences,SCIELO,4,Sucre
2010,Medical and Health Sciences,SCOPUS,5,Sucre
2010,Medical and Health Sciences,WOS,3,Sucre
2010,Medical and Health Sciences,SCIELO,13,Tolima
2010,Medical and Health Sciences,SCOPUS,24,Tolima
2010,Medical and Health Sciences,WOS,12,Tolima
2010,Medical and Health Sciences,SCIELO,113,Valle del Cauca
2010,Medical and Health Sciences,SCOPUS,316,Valle del Cauca
2010,Medical and Health Sciences,WOS,226,Valle del Cauca
2010,Medical and Health Sciences,SCIELO,32,Atlántico
2010,Medical and Health Sciences,SCOPUS,90,Atlántico
2010,Medical and Health Sciences,WOS,54,Atlántico
2010,Medical and Health Sciences,SCOPUS,1,San Andrés y Providencia
2010,Medical and Health Sciences,WOS,1,San Andrés y Providencia
2010,Medical and Health Sciences,SCIELO,2,Vaupés
2010,Medical and Health Sciences,SCOPUS,1,Vaupés
2010,Medical and Health Sciences,WOS,3,Vaupés
2010,Multidisciplinary,SCIELO,658,Bogotá
2010,Multidisciplinary,SCOPUS,63,Bogotá
2010,Multidisciplinary,WOS,52,Bogotá
2010,Multidisciplinary,SCIELO,5,Bolívar
2010,Multidisciplinary,SCOPUS,2,Bolívar
2010,Multidisciplinary,WOS,1,Bolívar
2010,Multidisciplinary,SCIELO,52,Boyacá
2010,Multidisciplinary,SCOPUS,1,Boyacá
2010,Multidisciplinary,WOS,2,Boyacá
2010,Multidisciplinary,SCIELO,27,Caldas
2010,Multidisciplinary,SCOPUS,5,Caldas
2010,Multidisciplinary,WOS,4,Caldas
2010,Multidisciplinary,SCIELO,42,Cauca
2010,Multidisciplinary,SCOPUS,2,Cauca
2010,Multidisciplinary,WOS,1,Cauca
2010,Multidisciplinary,SCIELO,3,Cesar
2010,Multidisciplinary,SCIELO,6,Córdoba
2010,Multidisciplinary,SCOPUS,1,Córdoba
2010,Multidisciplinary,WOS,1,Córdoba
2010,Multidisciplinary,SCIELO,29,Cundinamarca
2010,Multidisciplinary,SCOPUS,3,Cundinamarca
2010,Multidisciplinary,WOS,1,Cundinamarca
2010,Multidisciplinary,SCIELO,9,Huila
2010,Multidisciplinary,SCOPUS,3,Huila
2010,Multidisciplinary,WOS,3,Huila
2010,Multidisciplinary,SCIELO,4,Guajira
2010,Multidisciplinary,SCIELO,9,Magdalena
2010,Multidisciplinary,SCOPUS,1,Magdalena
2010,Multidisciplinary,SCIELO,196,Antioquia
2010,Multidisciplinary,SCOPUS,26,Antioquia
2010,Multidisciplinary,WOS,25,Antioquia
2010,Multidisciplinary,SCIELO,10,Meta
2010,Multidisciplinary,SCOPUS,1,Meta
2010,Multidisciplinary,WOS,1,Meta
2010,Multidisciplinary,SCIELO,9,Nariño
2010,Multidisciplinary,SCIELO,6,Norte de Santander
2010,Multidisciplinary,SCOPUS,1,Norte de Santander
2010,Multidisciplinary,WOS,1,Norte de Santander
2010,Multidisciplinary,SCIELO,4,Quindío
2010,Multidisciplinary,SCIELO,26,Risaralda
2010,Multidisciplinary,SCOPUS,5,Risaralda
2010,Multidisciplinary,WOS,4,Risaralda
2010,Multidisciplinary,SCIELO,54,Santander
2010,Multidisciplinary,SCOPUS,13,Santander
2010,Multidisciplinary,WOS,13,Santander
2010,Multidisciplinary,SCIELO,6,Sucre
2010,Multidisciplinary,SCIELO,9,Tolima
2010,Multidisciplinary,SCIELO,121,Valle del Cauca
2010,Multidisciplinary,SCOPUS,15,Valle del Cauca
2010,Multidisciplinary,WOS,11,Valle del Cauca
2010,Multidisciplinary,SCIELO,17,Atlántico
2010,Multidisciplinary,SCOPUS,2,Atlántico
2010,Multidisciplinary,WOS,2,Atlántico
2010,Natural Sciences,SCIELO,480,Bogotá
2010,Natural Sciences,SCOPUS,2065,Bogotá
2010,Natural Sciences,WOS,1265,Bogotá
2010,Natural Sciences,SCIELO,5,Bolívar
2010,Natural Sciences,SCOPUS,73,Bolívar
2010,Natural Sciences,WOS,42,Bolívar
2010,Natural Sciences,SCIELO,17,Boyacá
2010,Natural Sciences,SCOPUS,31,Boyacá
2010,Natural Sciences,WOS,16,Boyacá
2010,Natural Sciences,SCIELO,54,Caldas
2010,Natural Sciences,SCOPUS,78,Caldas
2010,Natural Sciences,WOS,42,Caldas
2010,Natural Sciences,SCIELO,4,Caquetá
2010,Natural Sciences,SCOPUS,10,Caquetá
2010,Natural Sciences,WOS,5,Caquetá
2010,Natural Sciences,SCIELO,27,Cauca
2010,Natural Sciences,SCOPUS,63,Cauca
2010,Natural Sciences,WOS,26,Cauca
2010,Natural Sciences,SCIELO,1,Cesar
2010,Natural Sciences,SCOPUS,3,Cesar
2010,Natural Sciences,SCIELO,4,Córdoba
2010,Natural Sciences,SCOPUS,49,Córdoba
2010,Natural Sciences,WOS,29,Córdoba
2010,Natural Sciences,SCIELO,37,Cundinamarca
2010,Natural Sciences,SCOPUS,85,Cundinamarca
2010,Natural Sciences,WOS,54,Cundinamarca
2010,Natural Sciences,SCIELO,3,Chocó
2010,Natural Sciences,SCOPUS,7,Chocó
2010,Natural Sciences,WOS,4,Chocó
2010,Natural Sciences,SCIELO,2,Huila
2010,Natural Sciences,SCOPUS,9,Huila
2010,Natural Sciences,WOS,6,Huila
2010,Natural Sciences,SCIELO,2,Guajira
2010,Natural Sciences,SCOPUS,1,Guajira
2010,Natural Sciences,WOS,1,Guajira
2010,Natural Sciences,SCIELO,31,Magdalena
2010,Natural Sciences,SCOPUS,49,Magdalena
2010,Natural Sciences,WOS,28,Magdalena
2010,Natural Sciences,SCIELO,129,Antioquia
2010,Natural Sciences,SCOPUS,729,Antioquia
2010,Natural Sciences,WOS,458,Antioquia
2010,Natural Sciences,SCIELO,28,Meta
2010,Natural Sciences,SCOPUS,14,Meta
2010,Natural Sciences,WOS,10,Meta
2010,Natural Sciences,SCIELO,14,Nariño
2010,Natural Sciences,SCOPUS,34,Nariño
2010,Natural Sciences,WOS,26,Nariño
2010,Natural Sciences,SCIELO,6,Norte de Santander
2010,Natural Sciences,SCOPUS,29,Norte de Santander
2010,Natural Sciences,WOS,12,Norte de Santander
2010,Natural Sciences,SCIELO,14,Quindío
2010,Natural Sciences,SCOPUS,41,Quindío
2010,Natural Sciences,WOS,25,Quindío
2010,Natural Sciences,SCIELO,4,Risaralda
2010,Natural Sciences,SCOPUS,36,Risaralda
2010,Natural Sciences,WOS,10,Risaralda
2010,Natural Sciences,SCIELO,38,Santander
2010,Natural Sciences,SCOPUS,227,Santander
2010,Natural Sciences,WOS,149,Santander
2010,Natural Sciences,SCIELO,13,Sucre
2010,Natural Sciences,SCOPUS,16,Sucre
2010,Natural Sciences,WOS,10,Sucre
2010,Natural Sciences,SCIELO,13,Tolima
2010,Natural Sciences,SCOPUS,38,Tolima
2010,Natural Sciences,WOS,20,Tolima
2010,Natural Sciences,SCIELO,103,Valle del Cauca
2010,Natural Sciences,SCOPUS,506,Valle del Cauca
2010,Natural Sciences,WOS,337,Valle del Cauca
2010,Natural Sciences,SCIELO,11,Atlántico
2010,Natural Sciences,SCOPUS,123,Atlántico
2010,Natural Sciences,WOS,60,Atlántico
2010,Natural Sciences,SCIELO,2,San Andrés y Providencia
2010,Natural Sciences,SCOPUS,4,San Andrés y Providencia
2010,Natural Sciences,WOS,3,San Andrés y Providencia
2010,Natural Sciences,SCOPUS,1,Amazonas
2010,Natural Sciences,WOS,1,Amazonas
2010,Natural Sciences,SCOPUS,1,Vaupés
2010,Natural Sciences,SCIELO,1,Vichada
2010,Natural Sciences,SCOPUS,1,Vichada
2010,Natural Sciences,WOS,1,Vichada
2010,Social Sciences,SCIELO,531,Bogotá
2010,Social Sciences,SCOPUS,561,Bogotá
2010,Social Sciences,WOS,345,Bogotá
2010,Social Sciences,SCIELO,14,Bolívar
2010,Social Sciences,SCOPUS,19,Bolívar
2010,Social Sciences,WOS,14,Bolívar
2010,Social Sciences,SCIELO,11,Boyacá
2010,Social Sciences,SCOPUS,9,Boyacá
2010,Social Sciences,WOS,5,Boyacá
2010,Social Sciences,SCIELO,22,Caldas
2010,Social Sciences,SCOPUS,17,Caldas
2010,Social Sciences,WOS,9,Caldas
2010,Social Sciences,SCOPUS,1,Caquetá
2010,Social Sciences,SCIELO,7,Cauca
2010,Social Sciences,SCOPUS,13,Cauca
2010,Social Sciences,WOS,3,Cauca
2010,Social Sciences,SCOPUS,4,Cesar
2010,Social Sciences,WOS,1,Cesar
2010,Social Sciences,SCIELO,3,Córdoba
2010,Social Sciences,SCOPUS,8,Córdoba
2010,Social Sciences,WOS,3,Córdoba
2010,Social Sciences,SCIELO,34,Cundinamarca
2010,Social Sciences,SCOPUS,16,Cundinamarca
2010,Social Sciences,WOS,9,Cundinamarca
2010,Social Sciences,SCIELO,5,Huila
2010,Social Sciences,SCOPUS,1,Huila
2010,Social Sciences,WOS,1,Huila
2010,Social Sciences,SCIELO,2,Magdalena
2010,Social Sciences,SCOPUS,10,Magdalena
2010,Social Sciences,WOS,1,Magdalena
2010,Social Sciences,SCIELO,141,Antioquia
2010,Social Sciences,SCOPUS,159,Antioquia
2010,Social Sciences,WOS,93,Antioquia
2010,Social Sciences,SCIELO,1,Meta
2010,Social Sciences,SCOPUS,1,Meta
2010,Social Sciences,WOS,1,Meta
2010,Social Sciences,SCIELO,5,Nariño
2010,Social Sciences,SCOPUS,5,Nariño
2010,Social Sciences,WOS,4,Nariño
2010,Social Sciences,SCIELO,1,Norte de Santander
2010,Social Sciences,SCOPUS,8,Norte de Santander
2010,Social Sciences,WOS,3,Norte de Santander
2010,Social Sciences,SCIELO,8,Quindío
2010,Social Sciences,SCOPUS,10,Quindío
2010,Social Sciences,WOS,3,Quindío
2010,Social Sciences,SCIELO,17,Risaralda
2010,Social Sciences,SCOPUS,8,Risaralda
2010,Social Sciences,WOS,4,Risaralda
2010,Social Sciences,SCIELO,46,Santander
2010,Social Sciences,SCOPUS,23,Santander
2010,Social Sciences,WOS,10,Santander
2010,Social Sciences,SCIELO,2,Sucre
2010,Social Sciences,SCIELO,6,Tolima
2010,Social Sciences,SCOPUS,8,Tolima
2010,Social Sciences,WOS,2,Tolima
2010,Social Sciences,SCIELO,108,Valle del Cauca
2010,Social Sciences,SCOPUS,113,Valle del Cauca
2010,Social Sciences,WOS,73,Valle del Cauca
2010,Social Sciences,SCIELO,54,Atlántico
2010,Social Sciences,SCOPUS,34,Atlántico
2010,Social Sciences,WOS,20,Atlántico
2010,Social Sciences,SCOPUS,1,San Andrés y Providencia
2011,Agricultural Sciences,SCIELO,238,Bogotá
2011,Agricultural Sciences,SCOPUS,482,Bogotá
2011,Agricultural Sciences,WOS,350,Bogotá
2011,Agricultural Sciences,SCIELO,1,Bolívar
2011,Agricultural Sciences,SCOPUS,9,Bolívar
2011,Agricultural Sciences,WOS,7,Bolívar
2011,Agricultural Sciences,SCIELO,13,Boyacá
2011,Agricultural Sciences,SCOPUS,13,Boyacá
2011,Agricultural Sciences,WOS,8,Boyacá
2011,Agricultural Sciences,SCIELO,28,Caldas
2011,Agricultural Sciences,SCOPUS,45,Caldas
2011,Agricultural Sciences,WOS,36,Caldas
2011,Agricultural Sciences,SCIELO,4,Caquetá
2011,Agricultural Sciences,SCOPUS,8,Caquetá
2011,Agricultural Sciences,WOS,4,Caquetá
2011,Agricultural Sciences,SCIELO,17,Cauca
2011,Agricultural Sciences,SCOPUS,10,Cauca
2011,Agricultural Sciences,WOS,7,Cauca
2011,Agricultural Sciences,SCIELO,3,Cesar
2011,Agricultural Sciences,SCOPUS,1,Cesar
2011,Agricultural Sciences,SCIELO,4,Córdoba
2011,Agricultural Sciences,SCOPUS,33,Córdoba
2011,Agricultural Sciences,WOS,16,Córdoba
2011,Agricultural Sciences,SCIELO,17,Cundinamarca
2011,Agricultural Sciences,SCOPUS,25,Cundinamarca
2011,Agricultural Sciences,WOS,15,Cundinamarca
2011,Agricultural Sciences,SCIELO,2,Chocó
2011,Agricultural Sciences,SCOPUS,6,Chocó
2011,Agricultural Sciences,WOS,3,Chocó
2011,Agricultural Sciences,SCIELO,2,Huila
2011,Agricultural Sciences,SCOPUS,4,Huila
2011,Agricultural Sciences,WOS,2,Huila
2011,Agricultural Sciences,SCIELO,7,Magdalena
2011,Agricultural Sciences,SCOPUS,30,Magdalena
2011,Agricultural Sciences,WOS,19,Magdalena
2011,Agricultural Sciences,SCIELO,62,Antioquia
2011,Agricultural Sciences,SCOPUS,142,Antioquia
2011,Agricultural Sciences,WOS,105,Antioquia
2011,Agricultural Sciences,SCIELO,15,Meta
2011,Agricultural Sciences,SCOPUS,16,Meta
2011,Agricultural Sciences,WOS,15,Meta
2011,Agricultural Sciences,SCIELO,14,Nariño
2011,Agricultural Sciences,SCOPUS,20,Nariño
2011,Agricultural Sciences,WOS,15,Nariño
2011,Agricultural Sciences,SCIELO,2,Norte de Santander
2011,Agricultural Sciences,SCOPUS,9,Norte de Santander
2011,Agricultural Sciences,WOS,3,Norte de Santander
2011,Agricultural Sciences,SCIELO,7,Quindío
2011,Agricultural Sciences,SCOPUS,18,Quindío
2011,Agricultural Sciences,WOS,13,Quindío
2011,Agricultural Sciences,SCIELO,5,Risaralda
2011,Agricultural Sciences,SCOPUS,7,Risaralda
2011,Agricultural Sciences,WOS,6,Risaralda
2011,Agricultural Sciences,SCIELO,7,Santander
2011,Agricultural Sciences,SCOPUS,30,Santander
2011,Agricultural Sciences,WOS,21,Santander
2011,Agricultural Sciences,SCIELO,6,Sucre
2011,Agricultural Sciences,SCOPUS,12,Sucre
2011,Agricultural Sciences,WOS,7,Sucre
2011,Agricultural Sciences,SCIELO,5,Tolima
2011,Agricultural Sciences,SCOPUS,18,Tolima
2011,Agricultural Sciences,WOS,13,Tolima
2011,Agricultural Sciences,SCIELO,38,Valle del Cauca
2011,Agricultural Sciences,SCOPUS,140,Valle del Cauca
2011,Agricultural Sciences,WOS,93,Valle del Cauca
2011,Agricultural Sciences,SCIELO,2,Atlántico
2011,Agricultural Sciences,SCOPUS,15,Atlántico
2011,Agricultural Sciences,WOS,10,Atlántico
2011,Engineering and Technology,SCIELO,471,Bogotá
2011,Engineering and Technology,SCOPUS,2393,Bogotá
2011,Engineering and Technology,WOS,1236,Bogotá
2011,Engineering and Technology,SCIELO,10,Bolívar
2011,Engineering and Technology,SCOPUS,67,Bolívar
2011,Engineering and Technology,WOS,36,Bolívar
2011,Engineering and Technology,SCIELO,25,Boyacá
2011,Engineering and Technology,SCOPUS,41,Boyacá
2011,Engineering and Technology,WOS,25,Boyacá
2011,Engineering and Technology,SCIELO,19,Caldas
2011,Engineering and Technology,SCOPUS,67,Caldas
2011,Engineering and Technology,WOS,42,Caldas
2011,Engineering and Technology,SCIELO,1,Caquetá
2011,Engineering and Technology,SCOPUS,11,Caquetá
2011,Engineering and Technology,WOS,6,Caquetá
2011,Engineering and Technology,SCIELO,24,Cauca
2011,Engineering and Technology,SCOPUS,65,Cauca
